2025-05-26 22:21:20,0.470
2025-05-26 22:21:23,0.947
2025-05-26 22:21:27,0.846
2025-05-26 22:21:37,0.042
2025-05-26 22:22:08,0.153
2025-05-26 22:22:11,0.800
2025-05-26 22:22:15,0.033
2025-05-26 22:22:24,0.766
2025-05-26 22:22:37,0.684
2025-05-26 22:22:56,0.420
2025-05-26 22:23:18,0.124
2025-05-26 22:24:58,0.805
2025-05-26 22:25:02,0.682
2025-05-26 22:25:06,0.552
2025-05-26 22:25:16,0.415
2025-05-26 22:25:29,0.046
2025-05-26 22:25:51,0.957
2025-05-26 22:26:00,0.327
2025-05-26 22:38:59,0.215
2025-05-26 22:39:03,0.206
2025-05-26 22:39:07,0.896
2025-05-26 22:39:18,0.574
2025-05-26 22:40:24,0.279
2025-05-26 22:40:28,0.535
2025-05-26 22:40:32,0.114
2025-05-26 22:41:24,0.981
2025-05-26 22:41:28,0.330
2025-05-26 22:41:31,0.430
2025-05-26 22:43:29,0.631
2025-05-26 22:43:33,0.055
2025-05-26 22:43:37,0.841
2025-05-26 22:52:07,0.757
2025-05-26 22:52:11,0.347
2025-05-26 22:52:15,0.634
2025-05-26 22:52:26,0.077
2025-05-26 22:52:38,0.412
2025-05-26 22:52:58,0.024
2025-05-26 22:53:17,0.138
2025-05-26 22:55:06,0.210
2025-05-26 22:55:10,0.277
2025-05-26 22:55:14,0.048
2025-05-26 22:55:23,0.489
2025-05-26 22:55:46,0.754
2025-05-26 22:55:54,0.100
2025-05-26 22:56:12,0.516
2025-05-26 22:56:16,0.440
2025-05-26 22:56:37,0.116
2025-05-26 23:08:29,0.674
