2025-05-26 22:21:20,0
2025-05-26 22:21:24,0
2025-05-26 22:21:28,1
2025-05-26 22:21:39,0
2025-05-26 22:22:08,0
2025-05-26 22:22:12,1
2025-05-26 22:22:16,0
2025-05-26 22:22:27,1
2025-05-26 22:22:39,1
2025-05-26 22:22:57,1
2025-05-26 22:24:59,1
2025-05-26 22:25:03,0
2025-05-26 22:25:07,1
2025-05-26 22:25:27,0
2025-05-26 22:25:38,0
2025-05-26 22:25:56,1
2025-05-26 22:38:59,0
2025-05-26 22:39:03,1
2025-05-26 22:39:07,1
2025-05-26 22:39:18,0
2025-05-26 22:40:25,1
2025-05-26 22:40:28,0
2025-05-26 22:40:32,0
2025-05-26 22:41:24,1
2025-05-26 22:41:28,1
2025-05-26 22:41:32,0
2025-05-26 22:43:30,1
2025-05-26 22:43:34,0
2025-05-26 22:43:38,1
2025-05-26 22:51:09,0
2025-05-26 22:51:12,1
2025-05-26 22:51:16,0
2025-05-26 22:51:20,0
2025-05-26 22:51:24,0
2025-05-26 22:51:28,0
2025-05-26 22:51:33,1
2025-05-26 22:51:37,0
2025-05-26 22:52:08,0
2025-05-26 22:52:12,1
2025-05-26 22:52:16,0
2025-05-26 22:52:34,0
2025-05-26 22:52:54,1
2025-05-26 22:55:07,1
2025-05-26 22:55:11,1
2025-05-26 22:55:15,1
2025-05-26 22:55:36,0
2025-05-26 22:55:52,1
2025-05-26 22:55:55,0
2025-05-26 22:56:13,1
2025-05-26 22:56:33,1
2025-05-26 22:56:49,1
2025-05-26 23:02:00,1
2025-05-26 23:02:04,0
2025-05-26 23:02:08,0
2025-05-26 23:02:12,0
2025-05-26 23:02:16,0
2025-05-26 23:02:19,1
2025-05-26 23:02:25,0
2025-05-26 23:08:15,0
2025-05-26 23:08:30,0
