2025-05-26 22:21:22,1
2025-05-26 22:21:26,0
2025-05-26 22:21:29,1
2025-05-26 22:21:51,1
2025-05-26 22:22:10,1
2025-05-26 22:22:14,1
2025-05-26 22:22:18,1
2025-05-26 22:22:36,0
2025-05-26 22:22:55,0
2025-05-26 22:25:01,1
2025-05-26 22:25:05,1
2025-05-26 22:25:09,0
2025-05-26 22:25:29,1
2025-05-26 22:25:50,1
2025-05-26 22:25:57,0
2025-05-26 22:39:01,1
2025-05-26 22:39:05,0
2025-05-26 22:39:09,1
2025-05-26 22:39:28,1
2025-05-26 22:51:11,0
2025-05-26 22:51:14,1
2025-05-26 22:51:18,0
2025-05-26 22:51:22,0
2025-05-26 22:51:26,0
2025-05-26 22:51:30,1
2025-05-26 22:51:35,1
2025-05-26 22:51:39,1
2025-05-26 22:52:10,0
2025-05-26 22:52:14,0
2025-05-26 22:52:18,1
2025-05-26 22:52:36,1
2025-05-26 22:52:56,0
2025-05-26 22:55:09,0
2025-05-26 22:55:13,0
2025-05-26 22:55:17,1
2025-05-26 22:55:40,1
2025-05-26 22:55:54,1
2025-05-26 22:56:11,1
2025-05-26 22:56:15,1
2025-05-26 22:56:35,0
2025-05-26 22:56:57,0
2025-05-26 23:02:02,1
2025-05-26 23:02:06,0
2025-05-26 23:02:10,0
2025-05-26 23:02:14,1
2025-05-26 23:02:17,0
2025-05-26 23:02:22,1
2025-05-26 23:08:17,0
